PassengerId,Sex_female,Sex_male,AgeStatus_adult,AgeStatus_child,AgeStatus_unknown,Pclass_1,Pclass_2,Pclass_3,Label
1,false,true,true,false,false,false,false,true,0
2,true,false,true,false,false,true,false,false,1
3,true,false,true,false,false,false,false,true,1
4,true,false,true,false,false,true,false,false,1
5,false,true,true,false,false,false,false,true,0
6,false,true,false,false,true,false,false,true,0
7,false,true,true,false,false,true,false,false,0
8,false,true,false,true,false,false,false,true,0
9,true,false,true,false,false,false,false,true,1
10,true,false,false,true,false,false,true,false,1
11,true,false,false,true,false,false,false,true,1
12,true,false,true,false,false,true,false,false,1
13,false,true,true,false,false,false,false,true,0
14,false,true,true,false,false,false,false,true,0
15,true,false,false,true,false,false,false,true,0
16,true,false,true,false,false,false,true,false,1
17,false,true,false,true,false,false,false,true,0
18,false,true,false,false,true,false,true,false,1
19,true,false,true,false,false,false,false,true,0
20,true,false,false,false,true,false,false,true,1
21,false,true,true,false,false,false,true,false,0
22,false,true,true,false,false,false,true,false,1
23,true,false,false,true,false,false,false,true,1
24,false,true,true,false,false,true,false,false,1
25,true,false,false,true,false,false,false,true,0
26,true,false,true,false,false,false,false,true,1
27,false,true,false,false,true,false,false,true,0
28,false,true,true,false,false,true,false,false,0
29,true,false,false,false,true,false,false,true,1
30,false,true,false,false,true,false,false,true,0
31,false,true,true,false,false,true,false,false,0
32,true,false,false,false,true,true,false,false,1
33,true,false,false,false,true,false,false,true,1
34,false,true,true,false,false,false,true,false,0
35,false,true,true,false,false,true,false,false,0
36,false,true,true,false,false,true,false,false,0
37,false,true,false,false,true,false,false,true,1
38,false,true,true,false,false,false,false,true,0
39,true,false,true,false,false,false,false,true,0
40,true,false,false,true,false,false,false,true,1
41,true,false,true,false,false,false,false,true,0
42,true,false,true,false,false,false,true,false,0
43,false,true,false,false,true,false,false,true,0
44,true,false,false,true,false,false,true,false,1
45,true,false,true,false,false,false,false,true,1
46,false,true,false,false,true,false,false,true,0
47,false,true,false,false,true,false,false,true,0
48,true,false,false,false,true,false,false,true,1
49,false,true,false,false,true,false,false,true,0
50,true,false,true,false,false,false,false,true,0
51,false,true,false,true,false,false,false,true,0
52,false,true,true,false,false,false,false,true,0
53,true,false,true,false,false,true,false,false,1
54,true,false,true,false,false,false,true,false,1
55,false,true,true,false,false,true,false,false,0
56,false,true,false,false,true,true,false,false,1
57,true,false,true,false,false,false,true,false,1
58,false,true,true,false,false,false,false,true,0
59,true,false,false,true,false,false,true,false,1
60,false,true,false,true,false,false,false,true,0
61,false,true,true,false,false,false,false,true,0
62,true,false,true,false,false,true,false,false,1
63,false,true,true,false,false,true,false,false,0
64,false,true,false,true,false,false,false,true,0
65,false,true,false,false,true,true,false,false,0
66,false,true,false,false,true,false,false,true,1
67,true,false,true,false,false,false,true,false,1
68,false,true,true,false,false,false,false,true,0
69,true,false,false,true,false,false,false,true,1
70,false,true,true,false,false,false,false,true,0
71,false,true,true,false,false,false,true,false,0
72,true,false,false,true,false,false,false,true,0
73,false,true,true,false,false,false,true,false,0
74,false,true,true,false,false,false,false,true,0
75,false,true,true,false,false,false,false,true,1
76,false,true,true,false,false,false,false,true,0
77,false,true,false,false,true,false,false,true,0
78,false,true,false,false,true,false,false,true,0
79,false,true,false,true,false,false,true,false,1
80,true,false,true,false,false,false,false,true,1
81,false,true,true,false,false,false,false,true,0
82,false,true,true,false,false,false,false,true,1
83,true,false,false,false,true,false,false,true,1
84,false,true,true,false,false,true,false,false,0
85,true,false,false,true,false,false,true,false,1
86,true,false,true,false,false,false,false,true,1
87,false,true,false,true,false,false,false,true,0
88,false,true,false,false,true,false,false,true,0
89,true,false,true,false,false,true,false,false,1
90,false,true,true,false,false,false,false,true,0
91,false,true,true,false,false,false,false,true,0
92,false,true,true,false,false,false,false,true,0
93,false,true,true,false,false,true,false,false,0
94,false,true,true,false,false,false,false,true,0
95,false,true,true,false,false,false,false,true,0
96,false,true,false,false,true,false,false,true,0
97,false,true,true,false,false,true,false,false,0
98,false,true,true,false,false,true,false,false,1
99,true,false,true,false,false,false,true,false,1
100,false,true,true,false,false,false,true,false,0
101,true,false,true,false,false,false,false,true,0
102,false,true,false,false,true,false,false,true,0
103,false,true,true,false,false,true,false,false,0
104,false,true,true,false,false,false,false,true,0
105,false,true,true,false,false,false,false,true,0
106,false,true,true,false,false,false,false,true,0
107,true,false,true,false,false,false,false,true,1
108,false,true,false,false,true,false,false,true,1
109,false,true,true,false,false,false,false,true,0
110,true,false,false,false,true,false,false,true,1
111,false,true,true,false,false,true,false,false,0
112,true,false,false,true,false,false,false,true,0
113,false,true,true,false,false,false,false,true,0
114,true,false,true,false,false,false,false,true,0
115,true,false,false,true,false,false,false,true,0
116,false,true,true,false,false,false,false,true,0
117,false,true,true,false,false,false,false,true,0
118,false,true,true,false,false,false,true,false,0
119,false,true,true,false,false,true,false,false,0
120,true,false,false,true,false,false,false,true,0
121,false,true,true,false,false,false,true,false,0
122,false,true,false,false,true,false,false,true,0
123,false,true,true,false,false,false,true,false,0
124,true,false,true,false,false,false,true,false,1
125,false,true,true,false,false,true,false,false,0
126,false,true,false,true,false,false,false,true,1
127,false,true,false,false,true,false,false,true,0
128,false,true,true,false,false,false,false,true,1
129,true,false,false,false,true,false,false,true,1
130,false,true,true,false,false,false,false,true,0
131,false,true,true,false,false,false,false,true,0
132,false,true,true,false,false,false,false,true,0
133,true,false,true,false,false,false,false,true,0
134,true,false,true,false,false,false,true,false,1
135,false,true,true,false,false,false,true,false,0
136,false,true,true,false,false,false,true,false,0
137,true,false,true,false,false,true,false,false,1
138,false,true,true,false,false,true,false,false,0
139,false,true,false,true,false,false,false,true,0
140,false,true,true,false,false,true,false,false,0
141,true,false,false,false,true,false,false,true,0
142,true,false,true,false,false,false,false,true,1
143,true,false,true,false,false,false,false,true,1
144,false,true,true,false,false,false,false,true,0
145,false,true,true,false,false,false,true,false,0
146,false,true,true,false,false,false,true,false,0
147,false,true,true,false,false,false,false,true,1
148,true,false,false,true,false,false,false,true,0
149,false,true,true,false,false,false,true,false,0
150,false,true,true,false,false,false,true,false,0
151,false,true,true,false,false,false,true,false,0
152,true,false,true,false,false,true,false,false,1
153,false,true,true,false,false,false,false,true,0
154,false,true,true,false,false,false,false,true,0
155,false,true,false,false,true,false,false,true,0
156,false,true,true,false,false,true,false,false,0
157,true,false,false,true,false,false,false,true,1
158,false,true,true,false,false,false,false,true,0
159,false,true,false,false,true,false,false,true,0
160,false,true,false,false,true,false,false,true,0
161,false,true,true,false,false,false,false,true,0
162,true,false,true,false,false,false,true,false,1
163,false,true,true,false,false,false,false,true,0
164,false,true,false,true,false,false,false,true,0
165,false,true,false,true,false,false,false,true,0
166,false,true,false,true,false,false,false,true,1
167,true,false,false,false,true,true,false,false,1
168,true,false,true,false,false,false,false,true,0
169,false,true,false,false,true,true,false,false,0
170,false,true,true,false,false,false,false,true,0
171,false,true,true,false,false,true,false,false,0
172,false,true,false,true,false,false,false,true,0
173,true,false,false,true,false,false,false,true,1
174,false,true,true,false,false,false,false,true,0
175,false,true,true,false,false,true,false,false,0
176,false,true,true,false,false,false,false,true,0
177,false,true,false,false,true,false,false,true,0
178,true,false,true,false,false,true,false,false,0
179,false,true,true,false,false,false,true,false,0
180,false,true,true,false,false,false,false,true,0
181,true,false,false,false,true,false,false,true,0
182,false,true,false,false,true,false,true,false,0
183,false,true,false,true,false,false,false,true,0
184,false,true,false,true,false,false,true,false,1
185,true,false,false,true,false,false,false,true,1
186,false,true,false,false,true,true,false,false,0
187,true,false,false,false,true,false,false,true,1
188,false,true,true,false,false,true,false,false,1
189,false,true,true,false,false,false,false,true,0
190,false,true,true,false,false,false,false,true,0
191,true,false,true,false,false,false,true,false,1
192,false,true,true,false,false,false,true,false,0
193,true,false,true,false,false,false,false,true,1
194,false,true,false,true,false,false,true,false,1
195,true,false,true,false,false,true,false,false,1
196,true,false,true,false,false,true,false,false,1
197,false,true,false,false,true,false,false,true,0
198,false,true,true,false,false,false,false,true,0
199,true,false,false,false,true,false,false,true,1
200,true,false,true,false,false,false,true,false,0
201,false,true,true,false,false,false,false,true,0
202,false,true,false,false,true,false,false,true,0
203,false,true,true,false,false,false,false,true,0
204,false,true,true,false,false,false,false,true,0
205,false,true,true,false,false,false,false,true,1
206,true,false,false,true,false,false,false,true,0
207,false,true,true,false,false,false,false,true,0
208,false,true,true,false,false,false,false,true,1
209,true,false,false,true,false,false,false,true,1
210,false,true,true,false,false,true,false,false,1
211,false,true,true,false,false,false,false,true,0
212,true,false,true,false,false,false,true,false,1
213,false,true,true,false,false,false,false,true,0
214,false,true,true,false,false,false,true,false,0
215,false,true,false,false,true,false,false,true,0
216,true,false,true,false,false,true,false,false,1
217,true,false,true,false,false,false,false,true,1
218,false,true,true,false,false,false,true,false,0
219,true,false,true,false,false,true,false,false,1
220,false,true,true,false,false,false,true,false,0
221,false,true,false,true,false,false,false,true,1
222,false,true,true,false,false,false,true,false,0
223,false,true,true,false,false,false,false,true,0
224,false,true,false,false,true,false,false,true,0
225,false,true,true,false,false,true,false,false,1
226,false,true,true,false,false,false,false,true,0
227,false,true,true,false,false,false,true,false,1
228,false,true,true,false,false,false,false,true,0
229,false,true,true,false,false,false,true,false,0
230,true,false,false,false,true,false,false,true,0
231,true,false,true,false,false,true,false,false,1
232,false,true,true,false,false,false,false,true,0
233,false,true,true,false,false,false,true,false,0
234,true,false,false,true,false,false,false,true,1
235,false,true,true,false,false,false,true,false,0
236,true,false,false,false,true,false,false,true,0
237,false,true,true,false,false,false,true,false,0
238,true,false,false,true,false,false,true,false,1
239,false,true,true,false,false,false,true,false,0
240,false,true,true,false,false,false,true,false,0
241,true,false,false,false,true,false,false,true,0
242,true,false,false,false,true,false,false,true,1
243,false,true,true,false,false,false,true,false,0
244,false,true,true,false,false,false,false,true,0
245,false,true,true,false,false,false,false,true,0
246,false,true,true,false,false,true,false,false,0
247,true,false,true,false,false,false,false,true,0
248,true,false,true,false,false,false,true,false,1
249,false,true,true,false,false,true,false,false,1
250,false,true,true,false,false,false,true,false,0
251,false,true,false,false,true,false,false,true,0
252,true,false,true,false,false,false,false,true,0
253,false,true,true,false,false,true,false,false,0
254,false,true,true,false,false,false,false,true,0
255,true,false,true,false,false,false,false,true,0
256,true,false,true,false,false,false,false,true,1
257,true,false,false,false,true,true,false,false,1
258,true,false,true,false,false,true,false,false,1
259,true,false,true,false,false,true,false,false,1
260,true,false,true,false,false,false,true,false,1
261,false,true,false,false,true,false,false,true,0
262,false,true,false,true,false,false,false,true,1
263,false,true,true,false,false,true,false,false,0
264,false,true,true,false,false,true,false,false,0
265,true,false,false,false,true,false,false,true,0
266,false,true,true,false,false,false,true,false,0
267,false,true,false,true,false,false,false,true,0
268,false,true,true,false,false,false,false,true,1
269,true,false,true,false,false,true,false,false,1
270,true,false,true,false,false,true,false,false,1
271,false,true,false,false,true,true,false,false,0
272,false,true,true,false,false,false,false,true,1
273,true,false,true,false,false,false,true,false,1
274,false,true,true,false,false,true,false,false,0
275,true,false,false,false,true,false,false,true,1
276,true,false,true,false,false,true,false,false,1
277,true,false,true,false,false,false,false,true,0
278,false,true,false,false,true,false,true,false,0
279,false,true,false,true,false,false,false,true,0
280,true,false,true,false,false,false,false,true,1
281,false,true,true,false,false,false,false,true,0
282,false,true,true,false,false,false,false,true,0
283,false,true,false,true,false,false,false,true,0
284,false,true,true,false,false,false,false,true,1
285,false,true,false,false,true,true,false,false,0
286,false,true,true,false,false,false,false,true,0
287,false,true,true,false,false,false,false,true,1
288,false,true,true,false,false,false,false,true,0
289,false,true,true,false,false,false,true,false,1
290,true,false,true,false,false,false,false,true,1
291,true,false,true,false,false,true,false,false,1
292,true,false,true,false,false,true,false,false,1
293,false,true,true,false,false,false,true,false,0
294,true,false,true,false,false,false,false,true,0
295,false,true,true,false,false,false,false,true,0
296,false,true,false,false,true,true,false,false,0
297,false,true,true,false,false,false,false,true,0
298,true,false,false,true,false,true,false,false,0
299,false,true,false,false,true,true,false,false,1
300,true,false,true,false,false,true,false,false,1
301,true,false,false,false,true,false,false,true,1
302,false,true,false,false,true,false,false,true,1
303,false,true,true,false,false,false,false,true,0
304,true,false,false,false,true,false,true,false,1
305,false,true,false,false,true,false,false,true,0
306,false,true,false,true,false,true,false,false,1
307,true,false,false,false,true,true,false,false,1
308,true,false,false,true,false,true,false,false,1
309,false,true,true,false,false,false,true,false,0
310,true,false,true,false,false,true,false,false,1
311,true,false,true,false,false,true,false,false,1
312,true,false,true,false,false,true,false,false,1
313,true,false,true,false,false,false,true,false,0
314,false,true,true,false,false,false,false,true,0
315,false,true,true,false,false,false,true,false,0
316,true,false,true,false,false,false,false,true,1
317,true,false,true,false,false,false,true,false,1
318,false,true,true,false,false,false,true,false,0
319,true,false,true,false,false,true,false,false,1
320,true,false,true,false,false,true,false,false,1
321,false,true,true,false,false,false,false,true,0
322,false,true,true,false,false,false,false,true,0
323,true,false,true,false,false,false,true,false,1
324,true,false,true,false,false,false,true,false,1
325,false,true,false,false,true,false,false,true,0
326,true,false,true,false,false,true,false,false,1
327,false,true,true,false,false,false,false,true,0
328,true,false,true,false,false,false,true,false,1
329,true,false,true,false,false,false,false,true,1
330,true,false,false,true,false,true,false,false,1
331,true,false,false,false,true,false,false,true,1
332,false,true,true,false,false,true,false,false,0
333,false,true,true,false,false,true,false,false,0
334,false,true,false,true,false,false,false,true,0
335,true,false,false,false,true,true,false,false,1
336,false,true,false,false,true,false,false,true,0
337,false,true,true,false,false,true,false,false,0
338,true,false,true,false,false,true,false,false,1
339,false,true,true,false,false,false,false,true,1
340,false,true,true,false,false,true,false,false,0
341,false,true,false,true,false,false,true,false,1
342,true,false,true,false,false,true,false,false,1
343,false,true,true,false,false,false,true,false,0
344,false,true,true,false,false,false,true,false,0
345,false,true,true,false,false,false,true,false,0
346,true,false,true,false,false,false,true,false,1
347,true,false,true,false,false,false,true,false,1
348,true,false,false,false,true,false,false,true,1
349,false,true,false,true,false,false,false,true,1
350,false,true,true,false,false,false,false,true,0
351,false,true,true,false,false,false,false,true,0
352,false,true,false,false,true,true,false,false,0
353,false,true,false,true,false,false,false,true,0
354,false,true,true,false,false,false,false,true,0
355,false,true,false,false,true,false,false,true,0
356,false,true,true,false,false,false,false,true,0
357,true,false,true,false,false,true,false,false,1
358,true,false,true,false,false,false,true,false,0
359,true,false,false,false,true,false,false,true,1
360,true,false,false,false,true,false,false,true,1
361,false,true,true,false,false,false,false,true,0
362,false,true,true,false,false,false,true,false,0
363,true,false,true,false,false,false,false,true,0
364,false,true,true,false,false,false,false,true,0
365,false,true,false,false,true,false,false,true,0
366,false,true,true,false,false,false,false,true,0
367,true,false,true,false,false,true,false,false,1
368,true,false,false,false,true,false,false,true,1
369,true,false,false,false,true,false,false,true,1
370,true,false,true,false,false,true,false,false,1
371,false,true,true,false,false,true,false,false,1
372,false,true,true,false,false,false,false,true,0
373,false,true,true,false,false,false,false,true,0
374,false,true,true,false,false,true,false,false,0
375,true,false,false,true,false,false,false,true,0
376,true,false,false,false,true,true,false,false,1
377,true,false,true,false,false,false,false,true,1
378,false,true,true,false,false,true,false,false,0
379,false,true,true,false,false,false,false,true,0
380,false,true,true,false,false,false,false,true,0
381,true,false,true,false,false,true,false,false,1
382,true,false,false,true,false,false,false,true,1
383,false,true,true,false,false,false,false,true,0
384,true,false,true,false,false,true,false,false,1
385,false,true,false,false,true,false,false,true,0
386,false,true,true,false,false,false,true,false,0
387,false,true,false,true,false,false,false,true,0
388,true,false,true,false,false,false,true,false,1
389,false,true,false,false,true,false,false,true,0
390,true,false,false,true,false,false,true,false,1
391,false,true,true,false,false,true,false,false,1
392,false,true,true,false,false,false,false,true,1
393,false,true,true,false,false,false,false,true,0
394,true,false,true,false,false,true,false,false,1
395,true,false,true,false,false,false,false,true,1
396,false,true,true,false,false,false,false,true,0
397,true,false,true,false,false,false,false,true,0
398,false,true,true,false,false,false,true,false,0
399,false,true,true,false,false,false,true,false,0
400,true,false,true,false,false,false,true,false,1
401,false,true,true,false,false,false,false,true,1
402,false,true,true,false,false,false,false,true,0
403,true,false,true,false,false,false,false,true,0
404,false,true,true,false,false,false,false,true,0
405,true,false,true,false,false,false,false,true,0
406,false,true,true,false,false,false,true,false,0
407,false,true,true,false,false,false,false,true,0
408,false,true,false,true,false,false,true,false,1
409,false,true,true,false,false,false,false,true,0
410,true,false,false,false,true,false,false,true,0
411,false,true,false,false,true,false,false,true,0
412,false,true,false,false,true,false,false,true,0
413,true,false,true,false,false,true,false,false,1
414,false,true,false,false,true,false,true,false,0
415,false,true,true,false,false,false,false,true,1
416,true,false,false,false,true,false,false,true,0
417,true,false,true,false,false,false,true,false,1
418,true,false,true,false,false,false,true,false,1
419,false,true,true,false,false,false,true,false,0
420,true,false,false,true,false,false,false,true,0
421,false,true,false,false,true,false,false,true,0
422,false,true,true,false,false,false,false,true,0
423,false,true,true,false,false,false,false,true,0
424,true,false,true,false,false,false,false,true,0
425,false,true,true,false,false,false,false,true,0
426,false,true,false,false,true,false,false,true,0
427,true,false,true,false,false,false,true,false,1
428,true,false,true,false,false,false,true,false,1
429,false,true,false,false,true,false,false,true,0
430,false,true,true,false,false,false,false,true,1
431,false,true,true,false,false,true,false,false,1
432,true,false,false,false,true,false,false,true,1
433,true,false,true,false,false,false,true,false,1
434,false,true,false,true,false,false,false,true,0
435,false,true,true,false,false,true,false,false,0
436,true,false,false,true,false,true,false,false,1
437,true,false,true,false,false,false,false,true,0
438,true,false,true,false,false,false,true,false,1
439,false,true,true,false,false,true,false,false,0
440,false,true,true,false,false,false,true,false,0
441,true,false,true,false,false,false,true,false,1
442,false,true,true,false,false,false,false,true,0
443,false,true,true,false,false,false,false,true,0
444,true,false,true,false,false,false,true,false,1
445,false,true,false,false,true,false,false,true,1
